AircraftDesignation,Overview_Manufacturer,Overview_AlternateDesignation,Overview_Monikers,Overview_Description,Overview_Family,Overview_SubFamily,Overview_PayloadType,Overview_NumSold,Overview_NumCrew,Overview_NumAttendants,Overview_References,Overview_Aisle,Overview_RangeCapability,Overview_ModelType,Overview_PassengerType,Settings_TkoPoints,Settings_ClbPoints,Settings_CrsPoints,Settings_DesPoints,Settings_Plotting,Settings_DataTypeValidation,TLAR_EIS,TLAR_MaxPax,TLAR_Pax,TLAR_Class,TLAR_ADG,TLAR_ADGPercent,TLAR_ADGLimitor,Propulsion_EngineDesignation,Propulsion_AlternateEngines,Propulsion_NumEngines,Performance_Range,Performance_TOFL,Performance_RCMax,Weight_Cargo,Weight_MRW,Weight_MTOW,Weight_MLW,Weight_MZFW,Weight_OEW,Weight_Fuel,Weight_Airframe,Weight_OEW_MTOW,Weight_MZFW_MTOW,Weight_EngFrac,Weight_FuelFrac,Weight_Batt,Weight_EM,Weight_EG,Weight_Payload,Weight_Burden,Weight_Structure_Burden,Aero_Span,Aero_Length,Aero_Height,Aero_TipChord,Aero_Sweep,Aero_RootChord,Aero_S,Aero_WingtipDevice,Aero_MAC,Aero_TaperRatio,Aero_AR,OEW_MaxIter,OEW_Tol,Analysis_MaxIter,Analysis_Type,Thrust_SLS,Thrust_Max,Thrust_Crs,Fuel_Type,Fuel_Density,Fuel_CapUsable,Fuel_CapUnusable,Engine_Manufacturer,Engine_EIS,Engine_AlternateDesignation,Engine_Description,Engine_NumSold,Engine_Thrust_Max,Engine_Thrust_SLS,Engine_Thrust_Crs,Engine_FPR,Engine_BPR,Engine_OPR_SLS,Engine_OPR_Crs,Engine_Mach_Crs,Engine_Alt_Crs,Engine_DryWeight,Engine_DiamFan,Engine_Width,Engine_Height,Engine_Length,Engine_TSFC_SLS,Engine_TSFC_Crs,Engine_FanStages,Engine_GearStages,Engine_GearRatio,Engine_LPCStages,Engine_IPCStages,Engine_HPCStages,Engine_RCStages,Engine_HPTStages,Engine_IPTStages,Engine_LPTStages,Engine_HP100,Engine_IP100,Engine_LP100,Engine_HPContPer,Engine_IPContPer,Engine_LPContPer,Engine_Airflow_SLS,Engine_Airflow_Crs,Engine_TurbExitTemp,Engine_TurbEntryTemp,Engine_References,Engine_PresPerStage,Engine_DataTypeValidation,T_W_SLS,Arch_Type,Eta_Prop,Vels_MaxOp,Vels_Crs,Vels_Tko,Alts_Crs,Alts_Tko,L_D_CrsBRE,L_D_Crs,L_D_Clb,L_D_Des,L_D_CrsMAC,L_D_CrsMAC2,W_S_SLS,SpecEnergy_Fuel,SpecEnergy_Batt,Eta_EM,Eta_EG,Phi_SLS,Phi_Tko,Phi_Clb,Phi_Crs,Phi_Des,Phi_Lnd,P_W_AC,P_W_EM,P_W_EG
B744_480_D,Boeing,B747_400D,747_400Domestic,a 747_400 with strengthened wings and without 6 ft wing tip extension and Canted. Wing tip equivalent in planform to 747_300,B747,B747-400,Passenger,19,2,,"FAA TCDS No.A20WE, 
747_400 Airplane Characteristics Airport Planning Manual  from May 2011 (D6_58326_1), FAA TCDS No.E13NE",Double,Short Range,Variant,Commercial,,,,,0,Training,1991,660,,Turbofan,V,0.914189173,Wingspan,CF6_80C2B1,,4,2000000,,,0,273517,272156,260362,242672,181723,163396,164178.2,0.66771631,0.891665074,0.064465968,0.600376255,62700,,,,243640.8,0.117037869,59.63,70.67,18.34,,,,,No Wingtip Device,8.32612,,,,,,1,881637.5242,996045.7841,228104,,,203501,,General Electric,1987,,"turbofan, two_spool, high_bypass",,249011,220409,57026,,5.19,29.3,,0.8,10668,4386.2,2.362,2.6695,2.6916,4.2738,0.33,0.58,1,0,,4,0,14,0,2,0,5,11055,,3854,0.881057269,,0.85106383,802.4,,925,,"Roux, EASA TCDS IM.E.240",1.194547872,Training,0.373071764,C,,0.92,0.84,,13746.48,0,1.417949998,11.47131831,,,,,,12,,,,0,0,0,0,0,0,,,
B748_42BW,Boeing,B747_8,747-8I Intercontinental,"higher gross weight, longer fuselage, and increased wingspan than 747-400. Has next gen advanced alloys, Raked wingtips, improved aerodynamic efficiency. ",B747,B747-800,Passenger,48,2,,"FAA TCDS No.A20WE, 
747_8 Airplane Characteristics Airport Planning Manual  from December 2012 (D6_58326_3), FAA TCDS No.E00078NE",Double,,Variant,Commercial,,,,,0,Validation,2011,605,515,Turbofan,VI,0.856524614,Wingspan,GEnx_2B67,"Genx_2B67B, GEnx-2B67_P",4,14816000,,,0,449056,447696,312072,295289,220128,193280,197675.2,0.49169079,0.659574801,0.050151889,0.431721525,57475,,,,273207.8,0.638664782,68.4,76.25,18.97,,,,,Raked,,,,,,,1,1040883.858,1199240.547,,,,238610,,General Electric,2011,,"double spool, axial flow, high bypass ratio turbofan",,299400,260200,,,8,44.7,52.4,,,5613.2,2.65938,3.2004,3.2334,4.699,,,1,0,,4,0,10,0,2,0,7,11377,N/A,2835,118,N/A,106,1041.902,,1030,,"EASA E.102, Genx Infographic",1.288310367,Training,0.273057483,C,,0.9,0.855,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B748_42B_FW,Boeing,B747_8F,747-8F Freighter,similar to the 747-8 with 747-400F nose cargo door.,B747,B747-800,Cargo,107,12,,"FAA TCDS No.A20WE, 
747_8 Airplane Characteristics Airport Planning Manual  from December 2012 (D6_58326_3), FAA TCDS No.E00078NE",,,Variant,N/A,,,,,0,Training,2011,0,,Turbofan,VI,0.856524614,Wingspan,GEnx_2B67,"Genx_2B67B, GEnx-2B67_P",4,13890000,,,57475,449056,447696,346091,329762,197131,181536,174678.2,0.440323344,0.736575712,0.050151889,0.405489439,57475,,,,261463.8,0.712267626,68.4,76.25,18.97,,,,,Raked,,,,,,,1,1040883.858,1199240.547,,,,226118,,General Electric,2011,,"double spool, axial flow, high bypass ratio turbofan",,299400,260200,,,8,44.7,52.4,,,5613.2,2.65938,3.2004,3.2334,4.699,,,1,0,,4,0,10,0,2,0,7,11377,N/A,2835,118,N/A,106,1041.902,,1030,,"EASA E.102, Genx Infographic",1.288310367,Training,0.273057483,C,,0.9,0.845,,12832.08,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B752_353,Boeing,N/A,N/A,,B757,B757-200,Passenger,913,2,,"FAA TCDS A2NM,
757 Airport Planning Manual,
757 200/300 Brochure",Single,Medium Range,Baseline,Commercial,,,,,0,Training,1982,224,,Turbofan,IV,0.73764217,TailHeight,RB211_535C_37," RB211_535E4_37, 
RB211_535E4B_37",2,4200000,1700,,0,100250,99800,89800,83450,60800,34260,53832,0.609218437,0.836172345,0.069819639,0.343286573,21280,,,,62508,0.596595636,38.05,47.32,13.49,,,,,No Wingtip Device,5.07238,,,,,,1,298030.8482,326677.3954,,,,42680,,Rolls Royce,1981,,triple spool meduum bypas turbofan,,163400,149100,,,4.46,21.2,,,,3484,1.859,2.216,2.413,4.5735,0.381,,1,0,,0,6,6,0,1,1,3,10611,7000,4500,93,99.3,108.5,518,,795,,"Roux
EASA E061
UK TCDS 1049",1.264811587,Training,0.333671824,C,,0.86,0.8,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B752_220,Boeing,N/A,N/A,,B757,B757-200,Passenger,913,2,,"FAA TCDS A2NM,
757 Airport Planning Manual,
757 200/300 Brochure",Single,Medium Range,Variant,Commercial,,,,,0,Validation,1982,224,,Turbofan,IV,0.73764217,TailHeight,PW_2037,PW_2040 ,2,4550000,1700,,0,100250,99800,89800,83450,58250,34260,51627.552,0.583667335,0.836172345,0.066357194,0.343286573,21280,,,,62162.448,0.605470878,38.05,47.32,13.49,,,,,No Wingtip Device,5.07238,,,,,,1,308172.7935,333883.5144,57826,,,42680,,Pratt & Whitney,1983,JT10D,"double spool, axial flow high bypass turbofan",,166941.76,154086.4,28913,1.63,5.8,27.4,30.8,0.85,10668,3311.224,1.994,2.15392,2.15392,3.72872,0.33,0.58,1,0,,4,0,12,0,2,0,5,12250,,4575,,,,548.8,151.9,660,1678,"FAA TCDS E17NE
Roux",1.214992403,Training,0.341032232,C,,0.86,0.8,,12801.6,0,7.388170978,16.59341244,,,,,,12,,,,0,0,0,0,0,0,,,
B752_220_PF,Boeing,N/A,N/A,,B757,B757-200,Cargo,80,2,,"FAA TCDS A2NM,
757 Airport Planning Manual,
757 200F Brochure",,Long Range,Variant,N/A,,,,,0,Validation,1987,0,,Turbofan,IV,0.73764217,TailHeight,PW_2037,"PW_2040, RB211_535_E4_37, RB211_535_E4_B_37",2,7037000,2500,,29300,113850,113400,92250,90700,51700,34260,45077.552,0.455908289,0.799823633,0.058399012,0.302116402,29300,,,,70182.448,0.615788609,38.05,47.32,13.49,,,,,No Wingtip Device,5.07238,,,,,,1,308172.7935,333883.5144,57826,,,42680,,Pratt & Whitney,1983,JT10D,"double spool, axial flow high bypass turbofan",,166941.76,154086.4,28913,1.63,5.8,27.4,30.8,0.85,10668,3311.224,1.994,2.15392,2.15392,3.72872,0.33,0.58,1,0,,4,0,12,0,2,0,5,12250,,4575,,,,548.8,151.9,660,1678,"FAA TCDS E17NE
Roux",1.214992403,Training,0.300132423,C,,0.86,0.8,,12801.6,0,13.35804411,18.85463899,,,,,,12,,,,0,0,0,0,0,0,,,
B753_220,Boeing,N/A,N/A,,B757,B757-300,Passenger,55,2,,"FAA TCDS A2NM,
757 Airport Planning Manual,
757 200/300 Brochure",Single,Long Range,Baseline,Commercial,,,,,0,Training,1999,279,243,Turbofan,IV,0.741469816,TailHeight,PW_2043,PW_2040,2,6295000,2635,,0,122930,122470,101610,95260,64330,34930,57707.552,0.525271495,0.77782314,0.054074043,0.285212705,26505,,,,68057.448,0.799509144,38.06,54.43,13.56,,,,,No Wingtip Device,5.07238,,,,,,1,308172.7935,363864.5281,,,,43495,,Pratt & Whitney,1995,JT10D,"double spool, axial flow high bypass turbofan",,191273.53,162004.23,,1.63,6,31.9,,,,3311.224,1.994,2.15392,2.15392,3.72872,0.35,,1,0,,4,0,12,0,2,0,5,12360,,4575,,,,,,625,,"FAA TCDS E17NE
Roux
PW2000 fact sheet",1.225909119,Training,0.302859356,C,,0.86,0.8,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B753_353,Boeing,N/A,N/A,,B757,B757-300,Passenger,55,2,,"FAA TCDS A2NM,
757 Airport Planning Manual,
757 200/300 Brochure",Single,Long Range,Variant,Commercial,,,,,0,Training,1999,279,243,Turbofan,IV,0.741469816,TailHeight,RB211_535E4B_37,RB211_535E4,2,5910000,2605,,0,122930,122470,101610,95260,64580,34930,57682,0.527312811,0.77782314,0.056323998,0.285212705,26505,,,,68333,0.792252645,38.06,54.43,13.56,,,,,No Wingtip Device,5.07238,,,,,,1,313199.2839,378454.695,,,,43495,,Rolls Royce,1989,,triple spool meduum bypas turbofan,,189300,156600,,,4.4,25,,,,3449,1.882,2.276,2.416,5.0359,0.381,,1,0,,0,6,6,0,1,1,3,10611,7000,4500,95.8,98,108.4,522.1,,795,,"Roux
EASA E061
UK TCDS 1049",1.280954922,Training,0.31500335,C,,0.86,0.8,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B762_27R,Boeing,N/A,N/A,,B767,B767-200,Passenger,128,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Short Range,Baseline,Commercial,,,,,0,Training,1982,255,216,Turbofan,IV,0.912687449,Wingspan,JT9D_7R4D,"JT9D_7R4E, PW_4052,  CF6_80A2, CF6_80A, CF6_80C2_B2",2,3704000,1500,,0,128820,127913,116573,109769,78975,36894,70869.3,0.617411835,0.858153589,0.063368852,0.288430418,24225,,,,69224.7,0.847794212,47.57,48.51,15.6,,,,,No Wingtip Device,6.0325,,,,,,1,407457.1,427029.28,99640,Jet A,,45955,,Pratt & Whitney,1979,,"turbofan, dual axial 16 compressor",,213514.64,203728.55,49820,,4.9,23.4,,0.85,10668,4052.85,2.372,2.44,2.44,3.92,0.34,0.61,1,0,,4,0,11,0,2,0,4,8000,,3770,,,,718.9,,600,,Roux / JT9D E3NE TCDS,1.21780006,Validation,0.340309413,C,,0.86,0.8,,13136.88,0,7.816873473,12.34267474,,,,,,12,,,,0,0,0,0,0,0,,,
B762_180,Boeing,N/A,N/A,,B767,B767-200,Passenger,128,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Long Range,Variant,Commercial,,,,,0,Training,1982,255,216,Turbofan,IV,0.912687449,Wingspan,CF6_80A2,"JT9D_7R4D, JT9D_7R4E, PW_4052,   CF6_80A, CF6_80C2_B2",2,7223000,1800,,0,143789,142882,123377,113398,80127,50753,72180,0.560791422,0.793647905,0.055619322,0.355209194,24225,,,,82925,0.723026831,47.57,48.51,15.6,,,,,No Wingtip Device,6.0325,,,,,,1,406746,432988,98260,Jet A,,63217,,General Electric,1993,,"turbofan, two_spool, high_bypass",,216494,203373,49130,1.7,4.59,28.4,,0.8,10668,3973.5,2.195,2.4,2.6822,4.2393,0.35,0.62,1,0,,3,0,14,0,2,0,4,10859,,4016,0.904977376,,0.854700855,662.2,,895,,"Roux, EASA TCDS IM.E.240",1.204314479,Training,0.308908126,C,,0.86,0.8,,13136.88,0,12.01392666,13.98070524,,,,,,12,,,,0,0,0,0,0,0,,,
B762_27R_ER,Boeing,N/A,N/A,,B767,B767-200,Passenger,121,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Variant,Commercial,,,,,0,Training,,255,216,Turbofan,IV,0.912687449,Wingspan,JT9D_7R4D,"JT9D_7R4E, PW_4052,   CF6_80A, CF6_80C2_B2,  CF6_80C2_B4, PW_4056, RB211_524G, RB211_524H",2,7778000,2200,,0,152861,151954,126099,114759,82159,50752,74053.3,0.540683365,0.755221975,0.053343117,0.333995815,24225,,,,83082.7,0.828948746,47.57,48.51,15.6,,,,,No Wingtip Device,6.0325,,,,,,1,407457.1,427029.28,99640,Jet A,,63216,,Pratt & Whitney,1979,,"turbofan, dual axial 16 compressor",,213514.64,203728.55,49820,,4.9,23.4,,0.85,10668,4052.85,2.372,2.44,2.44,3.92,0.34,0.61,1,0,,4,0,11,0,2,0,4,8000,,3770,,,,718.9,,600,,Roux / JT9D E3NE TCDS,1.21780006,Validation,0.28646826,C,,0.86,0.8,,13136.88,0,13.74206562,14.6624565,,,,,,12,,,,0,0,0,0,0,0,,,
B762_352_ER,Boeing,N/A,N/A,,B767,B767-200,Passenger,121,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Variant,Commercial,,,,,0,Training,,255,216,Turbofan,IV,0.912687449,Wingspan,RB211_524H_36,"JT9D_7R4D, JT9D_7R4E, PW_4052,   CF6_80A, CF6_80C2_B2,  CF6_80C2_B4, PW_4056, RB211_524G",2,12223000,2900,,0,179623,179169,136078,117934,82377,73363,70827,0.459772617,0.658227707,0.064464277,0.409462574,24225,,,,109138,0.641673844,47.57,48.51,15.6,,,,,No Wingtip Device,6.0325,,,,,,1,420179.02,528893.54,,Jet A,,91380,,Rolls Royce,1989,,,,264446.77,210089.51,,,4.3,32.9,,0.85,10668,5775,2.192,2.921,2.921,4.759,0.3651,0.57,1,0,,0,7,6,0,1,1,3,10611,7000,3900,97.1,105,109.8,727.6,,733,1548,"Roux
EASA E062
UK CAA 1048",1.283426894,Training,0.300909837,C,,0.86,0.8,,13136.88,0,15.57192576,,,,,,,12,,,,0,0,0,0,0,0,,,
B763_27R,Boeing,N/A,N/A,,B767,B767-300,Passenger,104,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Long Range,Baseline,Commercial,,,,,0,Training,1986,290,269,Turbofan,IV,0.912687449,Wingspan,JT9D_7R4D," JT9D_7R4E, PW_4052,   CF6_80A, CF6_80A2, CF6_80C2_B2",2,7408000,2750,,0,157397,156490,136078,126099,84541,50753,76435.3,0.540232603,0.805795898,0.05179692,0.324321043,27550,,,,86408.7,0.81104449,47.57,54.94,15.39,,,,,No Wingtip Device,6.0325,,,,,,1,407457.1,427029.28,99640,Jet A,,63216,,Pratt & Whitney,1979,,"turbofan, dual axial 16 compressor",,213514.64,203728.55,49820,,4.9,23.4,,0.85,10668,4052.85,2.372,2.44,2.44,3.92,0.34,0.61,1,0,,4,0,11,0,2,0,4,8000,,3770,,,,718.9,,600,,Roux / JT9D E3NE TCDS,1.21780006,Validation,0.278164726,C,,0.86,0.8,,13136.88,0,13.56984322,15.10014753,,,,,,12,,,,0,0,0,0,0,0,,,
B763_4804_ER,Boeing,N/A,N/A,,B767,B767-300,Passenger,583,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Variant,Commercial,,,,,0,Training,,290,269,Turbofan,IV,0.912687449,Wingspan,CF6_80C2_B6F,"      PW_4056, PW_4060 , RB211_524G, RB211_524H, 
CF6_80C2_B8F, 
CF6_80C2_B7F1,  CF6_80C2_B4, PW_4062",2,8590000,2285,,0,172819,172365,136078,126099,87924,73364,79042.6,0.510103559,0.731581237,0.051526702,0.425631654,27550,,,,109795.4,0.569874512,47.57,54.94,15.39,,,,,No Wingtip Device,6.0325,,,,,,1,499714,534054,,Jet A,,91380,,General Electric,1989,,"turbofan, two_spool, high_bypass",,267027,249857,,,5.06,31.4,,,,4440.7,2.362,2.8301,2.6916,4.2738,0.32,,1,0,,4,0,14,0,2,0,5,11055,,3854,0.888888889,,0.85106383,,,925,,"Roux, EASA TCDS IM.E.240",1.198907759,Training,0.315839964,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B763_4806_ER,Boeing,N/A,N/A,,B767,B767-300,Passenger,583,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Variant,Commercial,,,,,0,Training,,290,269,Turbofan,IV,0.912687449,Wingspan,CF6_80C2_B7F,"       CF6_80C2_B4, PW_4056, PW_4060, RB211_524G, RB211_524H, 
CF6_80C2_B8F, 
CF6_80C2_B6, PW_4062",2,10600000,2710,,0,187334,186880,145150,133810,90011,73364,81129.6,0.481651327,0.716020976,0.047524615,0.392572774,27550,,,,109795.4,0.70207495,47.57,54.94,15.39,,,,,No Wingtip Device,6.0325,,,,,,1,499714,534054,,Jet A,,91380,,General Electric,2000,CF6_80C2_B7F1,"turbofan, two_spool, high_bypass",,267027,249857,,,,31.4,,,,4440.7,2.362,2.8301,2.6916,4.2738,0.32,,1,0,,4,0,14,0,2,0,5,11055,,3854,0.888888889,,0.85106383,,,925,,"Roux, EASA TCDS IM.E.240",1.198907759,Training,0.291308622,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B763_480_F,Boeing,N/A,N/A,,B767,B767-300,Cargo,280,2,," Airport Planning (D6-58328), TCDS no. A1NM",,Extended Range,Variant,N/A,,,,,0,Training,1995,0,0,Turbofan,IV,0.912687449,Wingspan,CF6_80C2_B6F,"CF6_80C2_B4, PW_4056, PW_4060, RB211_524G, RB211_524H, 
CF6_80C2_B8F, 
CF6_80C2_B7F1,  PW_4062, CF6_80C2_B7F",2,10186000,2800,,42225,185519,185066,147871,140160,85275,73364,76393.6,0.460781559,0.757351431,0.047990447,0.396420736,42225,,,,124470.4,0.48682739,47.57,54.94,15.44,,,,,No Wingtip Device,6.0325,,,,,,1,499714,534054,,Jet A,,24140,,General Electric,1989,,"turbofan, two_spool, high_bypass",,267027,249857,,,5.06,31.4,,,,4440.7,2.362,2.8301,2.6916,4.2738,0.32,,1,0,,4,0,14,0,2,0,5,11055,,3854,0.888888889,,0.85106383,,,925,,"Roux, EASA TCDS IM.E.240",1.198907759,Training,0.294164003,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B763_240_F,Boeing,N/A,N/A,,B767,B767-300,Cargo,280,2,," Airport Planning (D6-58328), TCDS no. A1NM",,Extended Range,Variant,N/A,,,,,0,Training,1995,0,0,Turbofan,IV,0.912687449,Wingspan,PW_4062,"CF6_80C2_B4, PW_4056, PW_4060, RB211_524G, RB211_524H, 
CF6_80C2_B8F, 
CF6_80C2_B7F1,  PW_4063",2,11112000,2800,,28679,185519,185066,147871,140160,85321,73364,76775.32,0.461030119,0.757351431,0.046176391,0.396420736,28679,,,,110588.68,0.673462419,47.57,54.94,15.44,,,,,No Wingtip Device,6.0325,,,,,,1,447040,551580,,Jet A,,24140,,Pratt & Whitney,1998,PW_4000_94,"dual spool turbofan. Successor to the JT series. -94 refers to a 94"" diameter fan",,275790,223520,,1.8,4.85,32.3,,,,4272.84,2.3876,2.48,2.48,3.9,,,1,0,,4,0,11,0,2,0,4,10450,,4044,100,,100,,,629,,"Roux
EASA E050
PW Factsheet",1.242582285,Training,0.303817555,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B763_352_F,Boeing,N/A,N/A,,B767,B767-300,Cargo,280,2,," Airport Planning (D6-58328), TCDS no. A1NM",,Extended Range,Variant,N/A,,,,,0,Validation,1995,,0,Turbofan,IV,0.912687449,Wingspan,RB211_524H_36,"CF6_80C2_B4, PW_4056, PW_4060, RB211_524G, RB211_524H, 
CF6_80C2_B8F, 
CF6_80C2_B7F1,  PW_4064",2,11112000,2800,,0,185519,185066,147871,140160,86183,73364,74633,0.465687917,0.757351431,0.062410167,0.396420736,,,,,,,47.57,54.94,15.44,,,,,No Wingtip Device,6.0325,,,,,,1,420179.02,528893.54,,Jet A,,24140,,Rolls Royce,1989,,,,264446.77,210089.51,,,4.3,32.9,,0.85,10668,5775,2.192,2.921,2.921,4.759,0.3651,0.57,1,0,,0,7,6,0,1,1,3,10611,7000,3900,97.1,105,109.8,727.6,,733,1548,"Roux
EASA E062
UK CAA 1048",1.283426894,Training,0.291321553,C,,0.86,0.8,,13136.88,0,14.76903284,,,,,,,12,,,,0,0,0,0,0,0,,,
B764_480_ER,Boeing,N/A,N/A,,B767,B767-400,Passenger,38,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Baseline,Commercial,,,,,0,Training,2000,409,,Turbofan,IV,0.996147411,Wingspan,CF6_80C2_B8F,CF6_80C2_B7F1,2,10185000,3290,,0,204570,204116,158757,149685,103147,73363,94265.6,0.505335202,0.733333007,0.043511533,0.359418174,38855,,,,121099.4,0.685524453,51.92,61.37,16.68,,,,,Raked,6.0325,,,,,,1,499713.22,534053.48,,Jet A,,91370,,General Electric,2000,,"turbofan, two_spool, high_bypass",,267026.74,249856.61,,,,31.4,,,,4440.7,2.362,2.8301,2.6916,4.2738,,,1,0,,4,0,14,0,2,0,5,11055,,3854,0.888888889,,0.85106383,,,925,,"Roux, EASA TCDS IM.E.240",1.198907759,Training,0.266709628,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B764_240_ER,Boeing,N/A,N/A,,B767,B767-400,Passenger,38,2,," Airport Planning (D6-58328), TCDS no. A1NM",Double,Extended Range,Variant,Commercial,,,,,0,Validation,2000,409,,Turbofan,IV,0.996147411,Wingspan,PW_4062,,2,10080000,3320,,0,204570,204116,158757,149685,103872,73363,95326.32,0.508887103,0.733333007,0.041866782,0.359418174,38855,,,,120763.68,0.690210169,51.92,61.37,16.68,,,,,Raked,6.0325,,,,,,1,447040,551580,,Jet A,,91370,,Pratt & Whitney,1998,PW_4000_94,"dual spool turbofan. Successor to the JT series. -94 refers to a 94"" diameter fan",,275790,223520,,1.8,4.85,32.3,,,,4272.84,2.3876,2.48,2.48,3.9,,,1,0,,4,0,11,0,2,0,4,10450,,4044,100,,100,,,629,,"Roux
EASA E050
PW Factsheet",1.242582285,Training,0.275462481,C,,0.86,0.8,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B772_4903,Boeing,N/A,N/A,,B777,B777-200,Passenger,88,,,"TCDS NO. T00001SE, Airport Planning (D6-58329), 777 Performance Summary",Double,,Baseline,Commercial,,,,,0,Training,1995,440,375,Turbofan,V,0.934119508,Wingspan,GE90_76B,,2,9500000,2500,,0,243500,229500,200050,190470,135550,94240,119766,0.590631808,0.829934641,0.068775599,0.410631808,41800,,,,151824,0.511618716,60.93,63.73,18.42,,,,,No Wingtip Device,7.074154,,,,,,1,671060,721240,,Jet A,,117300,,Pratt & Whitney,1995,,twin spool turbofan,,360620,335530,,1.65,8.4,39.3,,0.83,10668,7892,,3.871,3.952,4.897,0.32,0.52,1,0,,3,0,10,0,2,0,6,9332,,2261.5,1.134804972,,1.056820694,,,925,,"Roux
EASA E002",1.299825887,Training,0.320352493,C,,0.87,0.84,,13136.88,0,10.47601816,,,,,,,12,,,,0,0,0,0,0,0,,,
B772_4904_H,Boeing,N/A,N/A,,B777,B777-200,Passenger,422,,,"TCDS NO. T00001SE, Airport Planning (D6-58329), 777 Performance Summary",Double,Extended Range,Variant,Commercial,,,,,0,Validation,1995,440,375,Turbofan,V,0.934119508,Wingspan,GE90_76B,,2,12000000,3000,,0,287800,286900,208700,195000,138100,137460,122316,0.481352388,0.679679331,0.055015685,0.479121645,41800,,,,195044,0.470950145,60.93,63.73,18.42,,,,,No Wingtip Device,7.074154,,,,,,1,671060,721240,,Jet A,,171100,,Pratt & Whitney,1995,,twin spool turbofan,,360620,335530,,1.65,8.4,39.3,,0.83,10668,7892,,3.871,3.952,4.897,0.32,0.52,1,0,,3,0,10,0,2,0,6,9332,,2261.5,1.134804972,,1.056820694,,,925,,"Roux
EASA E002",1.299825887,Training,0.256259662,C,,0.87,0.84,,13136.88,0,10.7265492,,,,,,,12,,,,0,0,0,0,0,0,,,
B772_240,Boeing,N/A,N/A,,B777,B777-200,Passenger,88,,,"TCDS NO. T00001SE, Airport Planning (D6-58329), 777 Performance Summary",Double,,Variant,Commercial,,,,,0,Training,1995,440,375,Turbofan,V,0.934119508,Wingspan,PW_4077,PW_4073,2,9565000,2575,,0,243500,242630,201800,190470,134800,117300,121106.0464,0.555578453,0.785022462,0.056439655,0.48345217,41800,,,,172793.9536,0.404157929,60.93,63.73,18.42,,,,,No Wingtip Device,7.074154,,,,,,1,631558.5,711359.6,,Jet A,,94240,,Pratt & Whitney,1994,PW_4000_112,"dual spool turbofan. -112 refers to a 112"" fan diameter",,355679.8,315779.25,,1.7,6.2,31.5,,,,6846.9768,2.845,3.0226,3.0226,4.8367442,,,1,0,,6,0,11,0,2,0,7,10850,,2990,100,,100,1156.7,,605,,"Roux
FAA E46NE
GTEngines Weekly 2008",1.211265856,Training,0.298865436,C,,0.87,0.84,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
B772_240_H,Boeing,N/A,N/A,,B777,B777-200,Passenger,422,,,"TCDS NO. T00001SE, Airport Planning (D6-58329), 777 Performance Summary",Double,Extended Range,Variant,Commercial,,,,,0,Training,1995,440,375,Turbofan,V,0.934119508,Wingspan,PW_4084,PW_4082,2,10675000,1600,,0,287800,286900,206350,195000,137050,137460,123356.0464,0.477692576,0.679679331,0.047730755,0.479121645,41800,,,,192953.9536,0.486883242,60.93,63.73,18.42,,,,,No Wingtip Device,7.074154,,,,,,1,631558.5,771855.42,,Jet A,,171100,,Pratt & Whitney,1994,PW_4000_112,"dual spool turbofan. -112 refers to a 112"" fan diameter",,385927.71,315779.25,,1.7,6.41,36.3,,,,6846.9768,2.845,3.0226,3.0226,4.8367442,0.334,,1,0,,6,0,11,0,2,0,7,10850,,2990,100,,100,1156.7,,605,1634,"Roux
FAA E46NE
GTEngines Weekly 2008",1.220847671,Training,0.274243538,C,,0.87,0.84,,13136.88,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
